No,Tanggal,Hari,Bulan,Kuartal,Tahun,Shift,Area_Kerja,Supervisor_ID,Jenis_Pekerjaan,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Kondisi_Cuaca,Penyebab_Utama,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan
2011,2022-05-31,Tuesday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-004,Blasting,Near Miss,1,0,0,0,0,0,0,23,226.4,Berkabut,Kondisi Cuaca Buruk,Perbaikan Alat,Selesai,Pit-B-Blok01,
2012,2024-04-23,Tuesday,4,Q2,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-013,Administrasi,Near Miss,1,0,0,0,0,0,0,33,398.7,Cerah,Kelelahan Pekerja,Revisi Prosedur,Selesai,ROM (R-Blok01,Menunggu spare part
2013,2023-09-17,Sunday,9,Q3,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-006,Administrasi,Near Miss,1,0,0,0,0,0,0,29,288.6,Cerah,Komunikasi Buruk,Penggantian APD,Belum Dimulai,Pit-A-Blok05,Perlu tindak lanjut
2014,2024-03-08,Friday,3,Q1,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-020,Drilling,First Aid,0,1,0,0,0,0,0,29,344.1,Hujan Ringan,Faktor Eksternal,Perbaikan Desain,Dalam Proses,Pit-C-Blok01,Menunggu spare part
2015,2023-07-22,Saturday,7,Q3,2023,Shift 1 (07:00-19:00),Stockpile,SPV-013,Dozing,Near Miss,1,0,0,0,0,0,0,38,437.2,Cerah,Alat Pelindung Diri Tidak Sesuai,Penggantian APD,Selesai,Stockp-Blok02,
2016,2024-04-14,Sunday,4,Q2,2024,Shift 2 (19:00-07:00),Office Area,SPV-018,Blasting,Near Miss,1,0,0,0,0,0,0,29,304.5,Cerah,Housekeeping Buruk,Revisi Prosedur,Overdue,Office-Blok01,Menunggu spare part
2017,2022-02-13,Sunday,2,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-004,Dozing,Lost Time Injury,0,0,0,1,0,4,0,13,160.3,Cerah,Human Error,Briefing Safety,Selesai,Pit-B-Blok03,
2018,2022-12-14,Wednesday,12,Q4,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-008,Survei,First Aid,0,1,0,0,0,0,0,42,470.6,Cerah,Faktor Eksternal,Perbaikan Alat,Dalam Proses,Pit-B-Blok02,
2019,2023-05-05,Friday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-008,Pumping,Lost Time Injury,0,0,0,1,0,10,0,9,95.1,Hujan Ringan,Komunikasi Buruk,Perbaikan Alat,Overdue,Pit-A-Blok01,
2020,2024-09-06,Friday,9,Q3,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-013,Blasting,First Aid,0,1,0,0,0,0,0,33,430.6,Berawan,Kelelahan Pekerja,Perbaikan Alat,Dalam Proses,Pit-A-Blok02,
2021,2022-11-04,Friday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-014,Dozing,First Aid,0,1,0,0,0,0,0,23,253.6,Cerah,Komunikasi Buruk,Perbaikan Alat,Selesai,Pit-C-Blok01,Perlu tindak lanjut
2022,2022-02-19,Saturday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-010,Maintenance,Medical Treatment,0,0,1,0,0,0,0,40,526.4,Cerah,Kelelahan Pekerja,Penggantian APD,Dalam Proses,Pit-C-Blok01,Investigasi selesai
2023,2024-08-31,Saturday,8,Q3,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-012,Maintenance,Lost Time Injury,0,0,0,1,0,11,0,45,556,Cerah,Kelelahan Pekerja,Perbaikan Desain,Dalam Proses,Pit-B-Blok01,
2024,2024-04-03,Wednesday,4,Q2,2024,Shift 2 (19:00-07:00),Drainase,SPV-017,Maintenance,First Aid,0,1,0,0,0,0,0,17,207.6,Cerah,Housekeeping Buruk,Perbaikan Alat,Selesai,Draina-Blok04,
2025,2024-01-01,Monday,1,Q1,2024,Shift 2 (19:00-07:00),Office Area,SPV-019,Loading,First Aid,0,1,0,0,0,0,0,13,146.2,Hujan Ringan,Kelelahan Pekerja,Revisi Prosedur,Selesai,Office-Blok04,Perlu tindak lanjut
2026,2022-01-20,Thursday,1,Q1,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-002,Maintenance,First Aid,0,1,0,0,0,0,0,16,157.1,Cerah,Peralatan Rusak,Perbaikan Desain,Selesai,ROM (R-Blok04,Menunggu spare part
2027,2023-12-30,Saturday,12,Q4,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-020,Maintenance,Near Miss,1,0,0,0,0,0,0,43,475.8,Hujan Lebat,Komunikasi Buruk,Penggantian APD,Dalam Proses,Pit-A-Blok02,Menunggu spare part
2028,2022-02-24,Thursday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-011,Blasting,Near Miss,1,0,0,0,0,0,0,34,405.7,Hujan Lebat,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-C-Blok05,Investigasi selesai
2029,2022-03-27,Sunday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-009,Pengawasan,Lost Time Injury,0,0,0,1,0,11,0,26,310.5,Cerah,Prosedur Tidak Diikuti,Perbaikan Desain,Selesai,Pit-C-Blok04,Perlu tindak lanjut
2030,2023-08-18,Friday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-018,Grading,Near Miss,1,0,0,0,0,0,0,34,376.4,Cerah,Komunikasi Buruk,Pelatihan Ulang,Selesai,Pit-C-Blok04,Perlu tindak lanjut
2031,2022-01-24,Monday,1,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-002,Maintenance,Near Miss,1,0,0,0,0,0,0,25,273.5,Cerah,Komunikasi Buruk,Perbaikan Alat,Dalam Proses,Pit-C-Blok05,Investigasi selesai
2032,2024-01-09,Tuesday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-013,Drilling,Near Miss,1,0,0,0,0,0,0,37,457,Cerah,Peralatan Rusak,Investigasi Lanjut,Selesai,Pit-B-Blok02,
2033,2022-08-12,Friday,8,Q3,2022,Shift 2 (19:00-07:00),Workshop,SPV-005,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,41,482.6,Berawan,Kelelahan Pekerja,Penggantian APD,Selesai,Worksh-Blok05,
2034,2022-02-01,Tuesday,2,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-006,Pumping,Near Miss,1,0,0,0,0,0,0,43,501.1,Hujan Lebat,Peralatan Rusak,Revisi Prosedur,Dalam Proses,Pit-B-Blok02,Sudah dilaporkan ke HSE Manager
2035,2023-02-11,Saturday,2,Q1,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-007,Grading,Near Miss,1,0,0,0,0,0,0,11,138.2,Hujan Ringan,Desain/Engineering,Perbaikan Alat,Belum Dimulai,ROM (R-Blok01,
2036,2024-02-12,Monday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-006,Blasting,Medical Treatment,0,0,1,0,0,0,0,33,342.5,Hujan Lebat,Human Error,Perbaikan Desain,Selesai,Pit-B-Blok03,Menunggu spare part
2037,2024-06-11,Tuesday,6,Q2,2024,Shift 1 (07:00-19:00),Drainase,SPV-002,Grading,First Aid,0,1,0,0,0,0,0,35,387.6,Cerah,Human Error,Perbaikan Alat,Dalam Proses,Draina-Blok05,Perlu tindak lanjut
2038,2024-09-05,Thursday,9,Q3,2024,Shift 1 (07:00-19:00),Workshop,SPV-020,Fueling,Near Miss,1,0,0,0,0,0,0,29,326,Berkabut,Desain/Engineering,Perbaikan Desain,Belum Dimulai,Worksh-Blok04,
2039,2024-06-01,Saturday,6,Q2,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-002,Loading,Environmental Spill,0,0,0,0,0,0,0,29,348,Berawan,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Pit-A-Blok05,Investigasi selesai
2040,2023-08-01,Tuesday,8,Q3,2023,Shift 2 (19:00-07:00),Stockpile,SPV-004,Drilling,Near Miss,1,0,0,0,0,0,0,9,112.4,Cerah,Housekeeping Buruk,Perbaikan Alat,Belum Dimulai,Stockp-Blok05,
2041,2022-03-19,Saturday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Blasting,Near Miss,1,0,0,0,0,0,0,14,178.4,Cerah,Housekeeping Buruk,Penggantian APD,Selesai,Pit-B-Blok01,Investigasi selesai
2042,2022-03-02,Wednesday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-010,Fueling,Near Miss,1,0,0,0,0,0,0,22,276.3,Cerah,Kelelahan Pekerja,Revisi Prosedur,Selesai,Pit-B-Blok05,
2043,2023-01-06,Friday,1,Q1,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-007,Pumping,Near Miss,1,0,0,0,0,0,0,8,100.4,Berawan,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Pit-B-Blok03,Investigasi selesai
2044,2022-11-19,Saturday,11,Q4,2022,Shift 1 (07:00-19:00),Drainase,SPV-006,Dozing,First Aid,0,1,0,0,0,0,0,17,224.6,Cerah,Faktor Eksternal,Investigasi Lanjut,Dalam Proses,Draina-Blok04,Sudah dilaporkan ke HSE Manager
2045,2022-02-28,Monday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-004,Loading,Near Miss,1,0,0,0,0,0,0,13,136.9,Berawan,Kelelahan Pekerja,Perbaikan Desain,Dalam Proses,Pit-A-Blok04,Perlu tindak lanjut
2046,2022-02-07,Monday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-018,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,20,198.3,Cerah,Komunikasi Buruk,Briefing Safety,Selesai,Pit-A-Blok04,Menunggu spare part
2047,2023-10-09,Monday,10,Q4,2023,Shift 1 (07:00-19:00),Stockpile,SPV-006,Loading,First Aid,0,1,0,0,0,0,0,38,425.3,Berawan,Housekeeping Buruk,Perbaikan Alat,Selesai,Stockp-Blok04,Menunggu spare part
2048,2024-08-21,Wednesday,8,Q3,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-010,Survei,Near Miss,1,0,0,0,0,0,0,14,176.8,Hujan Ringan,Human Error,Penggantian APD,Overdue,ROM (R-Blok01,
2049,2022-11-04,Friday,11,Q4,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-014,Maintenance,Property Damage,0,0,0,0,0,0,1,39,489.5,Berawan,Prosedur Tidak Diikuti,Perbaikan Alat,Dalam Proses,ROM (R-Blok04,
2050,2022-08-10,Wednesday,8,Q3,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-006,Loading,Lost Time Injury,0,0,0,1,0,8,0,33,401.7,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Investigasi Lanjut,Belum Dimulai,ROM (R-Blok05,
2051,2023-02-24,Friday,2,Q1,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-012,Fueling,First Aid,0,1,0,0,0,0,0,28,326.6,Cerah,Peralatan Rusak,Briefing Safety,Selesai,Pit-A-Blok01,
2052,2024-04-30,Tuesday,4,Q2,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-008,Pumping,Near Miss,1,0,0,0,0,0,0,40,-0.5,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-C-Blok02,
2053,2022-03-12,Saturday,3,Q1,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-009,Blasting,Medical Treatment,0,0,1,0,0,0,0,10,119.2,Berawan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Alat,Overdue,ROM (R-Blok03,Sudah dilaporkan ke HSE Manager
2054,2022-04-14,Thursday,4,Q2,2022,Shift 2 (19:00-07:00),Workshop,SPV-017,Dozing,Medical Treatment,0,0,1,0,0,0,0,8,84.8,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Alat,Belum Dimulai,Worksh-Blok01,Sudah dilaporkan ke HSE Manager
2055,2023-06-21,Wednesday,6,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-014,Survei,Near Miss,1,0,0,0,0,0,0,28,365.3,Cerah,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Selesai,Pit-C-Blok01,
2056,2024-04-11,Thursday,4,Q2,2024,Shift 2 (19:00-07:00),Workshop,SPV-005,Loading,Near Miss,1,0,0,0,0,0,0,44,444.9,Cerah,Desain/Engineering,Investigasi Lanjut,Dalam Proses,Worksh-Blok05,
2057,2022-07-03,Sunday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-013,Loading,Near Miss,1,0,0,0,0,0,0,38,443.3,Hujan Ringan,Peralatan Rusak,Revisi Prosedur,Dalam Proses,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
2058,2023-07-04,Tuesday,7,Q3,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-001,Dozing,Near Miss,1,0,0,0,0,0,0,27,272.2,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-C-Blok04,
2059,2023-06-20,Tuesday,6,Q2,2023,Shift 1 (07:00-19:00),Stockpile,SPV-003,Loading,Lost Time Injury,0,0,0,1,0,12,0,42,496.4,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Dalam Proses,Stockp-Blok05,
2060,2024-12-09,Monday,12,Q4,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-005,Blasting,Lost Time Injury,0,0,0,1,0,11,0,23,281.2,Berkabut,Human Error,Perbaikan Desain,Belum Dimulai,Pit-C-Blok04,
2061,2022-06-28,Tuesday,6,Q2,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-017,Survei,Medical Treatment,0,0,1,0,0,0,0,16,177,Berawan,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Pit-B-Blok05,Perlu tindak lanjut
2062,2022-08-23,Tuesday,8,Q3,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-020,Grading,Near Miss,1,0,0,0,0,0,0,10,101.1,,Desain/Engineering,Briefing Safety,Belum Dimulai,Pit-C-Blok04,Perlu tindak lanjut
2063,2024-06-06,Thursday,6,Q2,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-008,Pumping,Medical Treatment,0,0,1,0,0,0,0,25,290,Hujan Ringan,Kelelahan Pekerja,Investigasi Lanjut,Selesai,Pit-C-Blok03,Perlu tindak lanjut
2064,2024-10-10,Thursday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-002,Fueling,Medical Treatment,0,0,1,0,0,0,0,15,158,Cerah,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-B-Blok01,Perlu tindak lanjut
2065,2024-01-30,Tuesday,1,Q1,2024,Shift 1 (07:00-19:00),Workshop,SPV-014,Fueling,Near Miss,1,0,0,0,0,0,0,17,210.6,Cerah,Kelelahan Pekerja,Revisi Prosedur,Selesai,Worksh-Blok05,
2066,2022-11-05,Saturday,11,Q4,2022,Shift 2 (19:00-07:00),Workshop,SPV-009,Loading,Property Damage,0,0,0,0,0,0,1,30,366.1,Cerah,Human Error,Revisi Prosedur,Dalam Proses,Worksh-Blok05,
2067,2022-06-10,Friday,6,Q2,2022,Shift 2 (19:00-07:00),Drainase,SPV-006,Pengawasan,Lost Time Injury,0,0,0,1,0,8,0,43,520.9,Cerah,Desain/Engineering,Revisi Prosedur,Selesai,Draina-Blok02,Investigasi selesai
2068,2022-04-09,Saturday,4,Q2,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),,Blasting,Near Miss,1,0,0,0,0,0,0,24,235.3,Hujan Ringan,Komunikasi Buruk,Perbaikan Alat,Overdue,Pit-B-Blok02,
2069,2024-08-26,Monday,8,Q3,2024,Shift 2 (19:00-07:00),Office Area,SPV-005,Hauling,Near Miss,1,0,0,0,0,0,0,40,505.6,Hujan Ringan,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Office-Blok02,
2070,2024-03-29,Friday,3,Q1,2024,Shift 2 (19:00-07:00),Office Area,SPV-015,Hauling,Near Miss,1,0,0,0,0,0,0,31,347.5,Berawan,Faktor Eksternal,Penggantian APD,Selesai,Office-Blok03,Sudah dilaporkan ke HSE Manager
2071,2022-04-21,Thursday,4,Q2,2022,Shift 2 (19:00-07:00),Drainase,SPV-010,Hauling,Medical Treatment,0,0,1,0,0,0,0,39,410.9,Berawan,Prosedur Tidak Diikuti,Perbaikan Alat,Dalam Proses,Draina-Blok02,Sudah dilaporkan ke HSE Manager
2072,2022-11-08,Tuesday,11,Q4,2022,Shift 1 (07:00-19:00),Workshop,SPV-009,Pumping,Near Miss,1,0,0,0,0,0,0,27,350.5,Berkabut,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Worksh-Blok04,Sudah dilaporkan ke HSE Manager
2073,2022-06-29,Wednesday,6,Q2,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-014,Pengawasan,Near Miss,1,0,0,0,0,0,0,21,265.1,Hujan Ringan,Kelelahan Pekerja,Perbaikan Desain,Selesai,Pit-C-Blok01,Menunggu spare part
2074,2022-09-30,Friday,9,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-020,Loading,Near Miss,1,0,0,0,0,0,0,42,519.8,Cerah,Housekeeping Buruk,Investigasi Lanjut,Selesai,Pit-B-Blok02,
2075,2022-04-15,Friday,4,Q2,2022,Shift 2 (19:00-07:00),Stockpile,SPV-015,Survei,Near Miss,1,0,0,0,0,0,0,43,468.4,Hujan Ringan,Housekeeping Buruk,Penggantian APD,Selesai,Stockp-Blok04,
2076,2023-10-03,Tuesday,10,Q4,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-008,Survei,Near Miss,1,0,0,0,0,0,0,22,237.8,Hujan Ringan,Kondisi Cuaca Buruk,Pelatihan Ulang,Belum Dimulai,ROM (R-Blok04,Sudah dilaporkan ke HSE Manager
2077,2024-08-30,Friday,8,Q3,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-012,Survei,Medical Treatment,0,0,1,0,0,0,0,31,394.7,Hujan Lebat,Prosedur Tidak Diikuti,Perbaikan Alat,Selesai,Pit-C-Blok04,Menunggu spare part
2078,2024-08-08,Thursday,8,Q3,2024,Shift 2 (19:00-07:00),Stockpile,SPV-005,Pumping,First Aid,0,1,0,0,0,0,0,9,101.5,Berkabut,Kelelahan Pekerja,Investigasi Lanjut,Dalam Proses,Stockp-Blok04,
2079,2024-10-10,Thursday,10,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-018,Loading,Near Miss,1,0,0,0,0,0,0,16,187.7,Berawan,Faktor Eksternal,Perbaikan Desain,Dalam Proses,Pit-A-Blok05,
2080,2022-07-04,Monday,7,Q3,2022,Shift 1 (07:00-19:00),Office Area,SPV-010,Survei,First Aid,0,1,0,0,0,0,0,39,396.6,Cerah,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Belum Dimulai,Office-Blok05,Menunggu spare part
2081,2023-08-17,Thursday,8,Q3,2023,Shift 1 (07:00-19:00),Stockpile,SPV-017,Maintenance,First Aid,0,1,0,0,0,0,0,38,395.7,Cerah,Peralatan Rusak,Perbaikan Alat,Dalam Proses,Stockp-Blok04,Perlu tindak lanjut
2082,2022-10-20,Thursday,10,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-003,Survei,Near Miss,1,0,0,0,0,0,0,13,166,Berawan,Peralatan Rusak,Perbaikan Desain,Belum Dimulai,Pit-C-Blok05,
2083,2024-12-24,Tuesday,12,Q4,2024,Shift 1 (07:00-19:00),Office Area,SPV-007,Administrasi,Medical Treatment,0,0,1,0,0,0,0,21,271.9,Berawan,Komunikasi Buruk,Penggantian APD,Selesai,Office-Blok05,
2084,2024-08-29,Thursday,8,Q3,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-015,Administrasi,Near Miss,1,0,0,0,0,0,0,28,312.6,Cerah,Kondisi Cuaca Buruk,Penggantian APD,Overdue,Pit-A-Blok02,Menunggu spare part
2085,2024-04-26,Friday,4,Q2,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-007,Hauling,Lost Time Injury,0,0,0,1,0,8,0,39,508.1,Berkabut,Faktor Eksternal,Revisi Prosedur,Overdue,Pit-A-Blok05,
2086,2024-02-24,Saturday,2,Q1,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-015,Fueling,Medical Treatment,0,0,1,0,0,0,0,29,338.7,Berawan,Komunikasi Buruk,Penggantian APD,Selesai,Pit-A-Blok02,
2087,2023-04-20,Thursday,4,Q2,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-011,Grading,First Aid,0,1,0,0,0,0,0,43,441.1,Berkabut,Human Error,Investigasi Lanjut,Belum Dimulai,Pit-B-Blok02,
2088,2022-02-08,Tuesday,2,Q1,2022,Shift 2 (19:00-07:00),Workshop,SPV-013,Blasting,First Aid,0,1,0,0,0,0,0,19,238.9,Cerah,Komunikasi Buruk,Pelatihan Ulang,Selesai,Worksh-Blok04,
2089,2024-06-18,Tuesday,6,Q2,2024,Shift 2 (19:00-07:00),Drainase,SPV-019,Maintenance,Property Damage,0,0,0,0,0,0,1,11,132.1,Cerah,Komunikasi Buruk,Briefing Safety,Selesai,Draina-Blok02,
2090,2023-08-13,Sunday,8,Q3,2023,Shift 1 (07:00-19:00),Stockpile,SPV-020,Maintenance,Lost Time Injury,0,0,0,1,0,11,0,22,218.2,Berkabut,Kelelahan Pekerja,Pelatihan Ulang,Dalam Proses,Stockp-Blok04,
2091,2024-02-20,Tuesday,2,Q1,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-014,Loading,First Aid,0,1,0,0,0,0,0,17,173.2,Berawan,Faktor Eksternal,Perbaikan Alat,Dalam Proses,ROM (R-Blok04,Perlu tindak lanjut
2092,2023-11-09,Thursday,11,Q4,2023,Shift 2 (19:00-07:00),Drainase,SPV-011,Grading,Near Miss,1,0,0,0,0,0,0,37,418.4,Berawan,Faktor Eksternal,Revisi Prosedur,Selesai,Draina-Blok05,
2093,2024-04-06,Saturday,4,Q2,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-004,Grading,Near Miss,1,0,0,0,0,0,0,33,391.4,Hujan Lebat,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Selesai,Pit-A-Blok02,Perlu tindak lanjut
2094,2022-07-16,Saturday,7,Q3,2022,Shift 1 (07:00-19:00),Office Area,SPV-007,Grading,First Aid,0,1,0,0,0,0,0,22,243.9,Berawan,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Selesai,Office-Blok05,Menunggu spare part
2095,2022-07-31,Sunday,7,Q3,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-019,Pumping,Environmental Spill,0,0,0,0,0,0,0,34,409.9,Berawan,Kondisi Cuaca Buruk,Perbaikan Desain,Dalam Proses,ROM (R-Blok05,
2096,2022-06-19,Sunday,6,Q2,2022,Shift 2 (19:00-07:00),Office Area,SPV-020,Grading,Near Miss,1,0,0,0,0,0,0,43,459.2,Cerah,Desain/Engineering,Pelatihan Ulang,Overdue,Office-Blok01,
2097,2022-06-08,Wednesday,6,Q2,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-012,Drilling,First Aid,0,1,0,0,0,0,0,15,191.6,Berkabut,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Pit-B-Blok05,Investigasi selesai
2098,2024-06-22,Saturday,6,Q2,2024,Shift 1 (07:00-19:00),Drainase,SPV-006,Pumping,Near Miss,1,0,0,0,0,0,0,13,154.5,Hujan Lebat,Faktor Eksternal,Pelatihan Ulang,Selesai,Draina-Blok01,Sudah dilaporkan ke HSE Manager
2099,2023-10-29,Sunday,10,Q4,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-002,Pumping,Medical Treatment,0,0,1,0,0,0,0,39,449,Cerah,Komunikasi Buruk,Penggantian APD,Dalam Proses,Pit-A-Blok04,
2100,2024-11-19,Tuesday,11,Q4,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-012,Survei,Medical Treatment,0,0,1,0,0,0,0,41,508.1,Cerah,Komunikasi Buruk,Penggantian APD,Selesai,Pit-A-Blok05,Menunggu spare part
2101,2022-10-09,Sunday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-011,Fueling,Property Damage,0,0,0,0,0,0,1,39,494.9,Cerah,Peralatan Rusak,Penggantian APD,Dalam Proses,Pit-C-Blok02,
2102,2023-05-16,Tuesday,5,Q2,2023,Shift 2 (19:00-07:00),Drainase,SPV-013,Administrasi,Near Miss,1,0,0,0,0,0,0,36,414.3,Hujan Lebat,Peralatan Rusak,Perbaikan Desain,Selesai,Draina-Blok03,Sudah dilaporkan ke HSE Manager
2103,2022-01-29,Saturday,1,Q1,2022,Shift 2 (19:00-07:00),Stockpile,SPV-009,Blasting,First Aid,0,1,0,0,0,0,0,14,137,Cerah,Peralatan Rusak,Penggantian APD,Overdue,Stockp-Blok02,
2104,2022-12-17,Saturday,12,Q4,2022,Shift 2 (19:00-07:00),Drainase,SPV-012,Hauling,First Aid,0,1,0,0,0,0,0,41,530,Berkabut,Peralatan Rusak,Revisi Prosedur,Selesai,Draina-Blok05,Investigasi selesai
2105,2024-10-13,Sunday,10,Q4,2024,Shift 1 (07:00-19:00),Stockpile,SPV-002,Administrasi,Near Miss,1,0,0,0,0,0,0,41,506.1,Berkabut,Peralatan Rusak,Pelatihan Ulang,Selesai,Stockp-Blok05,
2106,2023-05-24,Wednesday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-018,Loading,First Aid,0,1,0,0,0,0,0,41,418.7,Berawan,Desain/Engineering,Investigasi Lanjut,Selesai,Pit-B-Blok05,
2107,2022-04-05,Tuesday,4,Q2,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-005,Dozing,First Aid,0,1,0,0,0,0,0,10,119.5,Cerah,Peralatan Rusak,Penggantian APD,Overdue,Pit-B-Blok03,Perlu tindak lanjut
2108,2022-06-05,Sunday,6,Q2,2022,Shift 1 (07:00-19:00),Stockpile,SPV-020,Grading,First Aid,0,1,0,0,0,0,0,17,223.4,Cerah,Komunikasi Buruk,Perbaikan Desain,Selesai,Stockp-Blok04,
2109,2024-01-19,Friday,1,Q1,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-002,Grading,Medical Treatment,0,0,1,0,0,0,0,18,204.7,Cerah,Prosedur Tidak Diikuti,Pelatihan Ulang,Belum Dimulai,Pit-B-Blok03,
2110,2024-07-29,Monday,7,Q3,2024,Shift 2 (19:00-07:00),,SPV-006,Grading,Lost Time Injury,0,0,0,1,0,6,0,35,398.4,Berkabut,Prosedur Tidak Diikuti,Perbaikan Alat,Dalam Proses,Pit-A-Blok02,Investigasi selesai
2111,2024-11-22,Friday,11,Q4,2024,Shift 2 (19:00-07:00),PIT-B,SPV-012,Drilling,First Aid,0,1,0,0,0,0,0,21,209.7,Hujan Lebat,Desain/Engineering,Investigasi Lanjut,Belum Dimulai,Office-Blok03,
